,Opening_date,Title,Actors,Country,Director,Genre,Language,Metascore,Runtime,Writer,Year,imdbRating,imdbVotes,Rotten_tomatoes,Review_date,Critic_name,Headline,Movie_review,Critics_pick,Omdb_revenue,Bo_revenue,Holiday
637,2016-08-05,Five Nights in Maine,"David Oyelowo, Hani Furstenberg, Neal Lerner, Teyonah Parris",USA,Maris Curran,Drama,English,45.0,82.0,Maris Curran,2015,4.5,555.0,25.0,2017-11-02 04:18:25,NEIL GENZLINGER,Review: ‘Five Nights in Maine’ Probes the Pain of Loss,"Maris Curran had plenty of opportunities to insert a cheesy plot twist into “Five Nights in Maine,” her delicate drama about loss and its aftermath. Yet she stayed true to her intentions, and the result is a believable character study that may not draw crowds but certainly challenges its two lead actors.ImageDianne Wiest plays a mother with struggles of her own whose daughter has just died.CreditSofian El Fani/FilmRiseDavid Oyelowo, who played the Rev. Dr. Martin Luther King Jr. in “Selma,” portrays a man named Sherwin, whose idyllic-seeming life is derailed by the death of his young wife. This sends him on a sort of pilgrimage to visit her mother, Lucinda, in Maine. They are not well acquainted, though he does know that there was a simmering tension between Lucinda and his wife, a subject tiptoed around during his visit.Ms. Curran, who wrote and directed, could have pulled a dark family secret out of the hat at any point: a dead twin buried in the backyard, sexual abuse by a weird uncle, whatever. That’s what we’ve come to expect in these types of family-excavation stories. But the revelations here are subtle rather than shocking; Ms. Curran has her actors show rather than tell.It helps that the other star, Dianne Wiest, who plays Lucinda, is very good at that sort of thing. Lucinda had her own struggles even before her daughter’s death (Rosie Perez plays her nurse), and now her brand of survivor guilt is very different from Sherwin’s. Ms. Wiest and Mr. Oyelowo probe the pain slowly and convincingly. In the end, you may feel as if you didn’t know enough about either character. Some may consider that a weakness of this spare film, but it can also be viewed as a strength.",0,15138.0,,1
638,2015-01-16,Paddington,"Tim Downie, Madeleine Worrall, Lottie Steer, Geoffrey Palmer","UK, France, USA",Paul King,"Adventure, Comedy, Family, Fantasy",English,77.0,95.0,"Paul King, Hamish McColl (screen story by), Paul King (screen story by), Michael Bond (""Paddington Bear"" created by)",2014,7.2,76742.0,98.0,2017-11-02 04:18:20,JEANNETTE CATSOULIS,Adventures of a Peruvian Immigrant (the Furry Variety),"In stark contrast to their furry, blundering star, the makers of “Paddington” have colored so carefully inside the lines that any possibility of surprise or subversion is effectively throttled. Perhaps burdened by an excess of respect for Paddington Bear’s creator, the children’s author Michael Bond, or maybe just unwilling to deter the built-in market for the inevitable movie-related merchandising, the filmmakers have settled on safe.While going by the books (more than 20 of them since 1958) might reassure their many fans, it’s a disappointingly fainthearted approach to a character who is anything but. Arriving in London as a stowaway from Peru — where a long-ago explorer taught his family to love marmalade and the King’s English — Paddington (voiced by Ben Whishaw) is warily embraced by the Brown family. Mrs. Brown (Sally Hawkins, decked out in amusing hats and old-lady knitwear) looks at him as she might the baby Jesus, but Mr. Brown (Hugh Bonneville, doing his best “Downton Abbey” huffy voice) regards him mainly as an insurance risk. Their two children, like most of the supporting cast, barely register as more than superficial cameos.Despite the kid-gloves sensibility, “Paddington” delivers a knockout blend of fluid animation and live action. Erik Wilson’s primary-colored photography zings, painting an ultra-British, storybook city with a serenely vintage feel. (All the nonwhites — except for some Caribbean musicians — seem to be in hiding.) Stringing together a series of mild, bear-in-a-china-shop misadventures, the director, Paul King (who wrote the story with Hamish McColl), honors the books’ gentle spirit with whimsical humor and a genuine sweetness that little ones should respond to.But the film’s emotions are so carefully calculated that Mr. Brown’s transformation from fuddy-duddy to free spirit — and his sticky kumbaya speech at the end — fail to convince. (Even the lone homoerotic joke feels programmed.) And, as the perfect metaphor for the trials of immigrant assimilation, Paddington could have been given more sophisticated and high-stakes adventures without alienating younger viewers: I doubt that the biggest problem facing British immigrants today is how to negotiate indoor plumbing.At the same time, what tykes will make of Nicole Kidman, playing an evil taxidermist loaded for bear, is anyone’s guess. Squished into a white outfit and stacked on towering heels like a nurse in a bondage video, Ms. Kidman seems more a bone thrown to teenage boys than the antagonist in a children’s movie. The little girl sitting next to me at a preview screening was baffled.“Why is she wearing those stupid shoes to climb on the roof?” she wondered. I could have hugged her.“Paddington” is rated PG (Parental guidance suggested). Ear wax is eaten, nose hair is plucked and a tranquilizer dart is deployed.",0,85879985.0,76223578.0,0
639,2011-05-13,,,,,,,,,,,,,,2017-11-02 04:18:13,JEANNETTE CATSOULIS,"Sun, Sand and Sexual Tension","A girls-only getaway turns grisly in “Vacation!,” Zach Clark’s low-key look at what happens when acid drops and women go wild.Opening with a brief prologue in black and white before melting into postcard-pretty rainbow hues, this deceptively lightweight indie reunites four former college friends in a beach rental in North Carolina. With sexual preferences ranging from one end of the continuum to the other — straight (Trieste Kelly Dunn), bisexual (Lydia Hyslop), lesbian (Maggie Ross and Melodie Sisk) — the group has a history that, like the film’s plot, Mr. Clark refuses to overplay.Cradled by bubbly tunes and a tone of wish-you-were-here playfulness, the friends drink, dance, swim and sunbathe with a camaraderie that’s authentically female. Their back stories remain blurry, but their surroundings are crystal clear, photographed by Daryl Pittman in scorching shades of flamingo and lemon, turquoise and gold. The zingy colors and lazy rhythms lock down the film’s lighthearted mood so effectively that the arrival of an on-the-make surfer (played by Michael Abbott Jr.) fails to spike the group’s undercurrents of barely discernible tension.Filmed on Hatteras Island, N.C., “Vacation!” meanders like an endless summer’s day; even its tragic conclusion feels incongruously fragile. Only in one sequence does Mr. Clark show his hand and throw off understatement: a commingling of sex and death that ought to have earned Ms. Hyslop a hazard bonus. I for one will never look at a blender the same way again.VACATION!Opens on Friday in Brooklyn.Written, directed and edited by Zach Clark; director of photography, Daryl Pittman; music by Fritz Myers, songs by Glass Candy; costumes by Danielle McIntyre; produced by Mr. Clark, Mr. Pittman and Melodie Sisk. At the reRun Gastropub Theater, 147 Front Street, Dumbo, Brooklyn. Running time: 1 hour 35 minutes. This film is not rated.WITH: Lydia Hyslop (Lorelei), Trieste Kelly Dunn (Donna), Maggie Ross (Sugar), Melodie Sisk (Dee-dee), Michael Abbott Jr. (the Surfer), Tony Greenberg (Infomercial Man), Ellie Nicoll (Infomercial Woman), Tara Everhart (Starla) and Martha Stephens (Goth Girl).",1,,,0
640,2010-03-19,Diary of a Wimpy Kid,"Zachary Gordon, Robert Capron, Rachael Harris, Steve Zahn","USA, UK",Thor Freudenthal,"Comedy, Family","English, German",56.0,94.0,"Jackie Filgo (screenplay), Jeff Filgo (screenplay), Gabe Sachs (screenplay), Jeff Judah (screenplay), Jeff Kinney (book)",2010,6.2,37186.0,53.0,2017-11-02 04:18:11,A. O. SCOTT,Lost in Social Minefields Without a Proper Clue,"Few moviegoers are as demanding as young readers confronted with a film adaptation of a book they love. The makers of the “Harry Potter” and “Twilight” franchises live in terror of the judgment of such audiences, who often demand literal fidelity to the text in question. The minor liberties and omissions of the recent movie version of “The Lightning Thief” provoked withering scorn, at least from a certain fifth grader I know. As for “Diary of a Wimpy Kid” — let’s just say that it’s better that I went to the screening alone.Not that the movie, based on Jeff Kinney’s popular series of schoolboy misadventures, departs egregiously from its source. The problem is that in dutifully transferring to the screen Mr. Kinney’s comical episodes — which he illustrates with witty and expressive line drawings — the director, Thor Freudenthal (“Hotel for Dogs”), and the four credited screenwriters have stripped away nearly all the humor, insight and energy. The movie looks drab and drained of color, and can’t even muster the antic buoyancy of an average episode of “iCarly.”The title character, Greg Heffley (Zachary Gordon), chronicles his first year of middle school, taking  note of the social anxieties and identity crises that pop up in that hostile and strange environment. At home, there is a scolding mother (Rachael Harris), a distracted dad (Steve Zahn), a mean older brother (Devon Bostick) and a nonverbal toddler, who all provide moments of predictable comedy. The main drama involves Greg’s relationship with his best pal, Rowley (Robert Capron), a tubby, cheery fellow whom Greg rejects for being insufficiently cool.There is nothing wrong with the story itself, but the tone is grating and the pacing sluggish. Episodes that might be howlingly funny on the page turn weirdly gross and sadistic on screen, though young viewers are unlikely to be upset or offended by the occasional bout of bullying or nose picking. They are more likely to be bored, which is much worse.“Diary of a Wimpy Kid” is rated PG (Parental Guidance suggested). Some rough incidents and crude humor.DIARY OF A WIMPY KIDOpens on Friday  nationwide.Directed by Thor Freudenthal; written by Jackie Filgo, Jeff Filgo, Gabe Sachs and Jeff Judah, based on the novel by Jeff Kinney; director of photography, Jack Green; edited by Wendy Greene Bricmont; music by Theodore Shapiro; production designer, Brent Thomas; costumes by Monique Prudhomme; produced by Nina Jacobson and Brad Simpson; released by 20th Century Fox. Running time: 1 hour 31 minutes.WITH: Zachary Gordon (Greg Heffley), Robert Capron (Rowley Jefferson), Rachael Harris (Susan), Steve Zahn (Frank Heffley), Devon Bostick (Rodrick Heffley), Chloë Grace Moretz (Angie) and Grayson Russell (Fregley).",0,64001297.0,63901573.0,0
641,2010-09-03,Going the Distance,"Drew Barrymore, Justin Long, Charlie Day, Jason Sudeikis",USA,Nanette Burstein,"Comedy, Romance",English,51.0,102.0,Geoff LaTulippe,2010,6.3,53617.0,53.0,2017-11-02 04:18:11,A. O. SCOTT,Nothing Keeps Them Apart Except a Continent,"The long-distance relationship is a fact of life for many couples, especially at a time of high unemployment and economic anxiety.“Going the Distance,” which unites its young lovers briefly in New York City before sending one of them out to San Francisco, acknowledges both the difficulty and the comic potential of the arrangement, and does so with enough insight and charm to make you wonder why frequent-flier love is not a more popular theme in romantic comedies.Yes, of course, there have been innumerable dashes to the airport, in which (usually) the guy runs to the gate or onto the plane itself to apologize, propose marriage, or just beg the girl not to go. “Going the Distance,” crisply directed by Nanette Burstein from a better-than-average script by the first-timer Geoff LaTulippe, acknowledges this convention and slyly subverts it. The airport scene happens at the end of the first act, and the guy makes it only as far as the check-in line, where he tells the girl that he will miss her and hopes they can find a way to keep in touch.The two of them — Garrett and Erin, played by Justin Long and Drew Barrymore — live in a universe of quietly lowered romantic and professional expectations. He works in the music industry, she is an aspiring newspaper reporter, and the movie acknowledges the grim circumstances prevailing in both of their chosen fields without being too apocalyptic about it. Garrett has a low-level job at a record label, Erin is an intern at a New York daily before heading back to finish graduate school in California (where she lives with her sister and waits on tables for money), and both of their ambitions are hedged by a sense of diminished possibility.The same is true in matters of the heart. Erin has a bad breakup behind her, while Garrett seems to have bounced from one relationship to another in a state of Seinfeldian noncommitment. After they meet, cute and mean and tipsy, over a video game at a bar, Garrett and Erin head back to his place for bong hits and a hookup that leads to something more, which in turn lands them at the airport. To recap: After 30 brisk minutes, which include a reasonably fresh take on the obligatory dating-in-New York montage — laughter and kisses, Coney Island and Central Park — they have fallen for each other and managed to make the audience care, at least a little, about what happens next.I realize that what I have just described sounds kind of sad, even dreary. And the choices facing Garrett and Erin once the continent comes between them are made all the more painful by dint of being at once petty and hugely consequential. What should they do? Where should they live? You wonder how they can square their desire to be together with obedience to the imperatives of modern American individualism, which bundles paying the rent, finding your dream and meeting your soulmate into an equation that seems seductively simple until you actually try to solve it.Happy solutions to intractable problems are what romantic comedies are supposed to supply, of course, and while “Going the Distance” hardly breaks the generic mold, it has enough honesty and charm to set it apart from most other recent examples. For better or worse, standard elements are all in place. Garrett has a pair of slovenly, foul-mouthed friends (Jason Sudeikis and Charlie Day) who offer bad advice and examples of crude-but-sweet male misbehavior that make their pal look like Cary Grant by comparison. Erin has a scolding, loving sister (the razor-witted Christina Applegate) whose version of domestic bliss (a lumpy husband played by Jim Gaffigan, a manic child played by Taylor Schwencke) is an ideal dressed up as a cautionary tale.Erin and Garrett are different, of course, which in most commercial comedies would mean blander and duller. But Mr. Long — who looks like the brainy runt of a litter spawned by Keanu Reeves and Ellen Page, and who is now claiming the pop-cultural ubiquity that seems to be the birthright of every male product of the Judd Apatow/Funny or Die laugh-making conglomerate — is a sensitive and credible match for Ms. Barrymore. She, without making a big fuss about it, has become the most reliably charming and adaptable grown-up movie ingénue since Doris Day, complementing (and quietly outpacing) counterparts as various as Adam Sandler (in “50 First Dates”), Hugh Grant (in “Music and Lyrics”) and now Mr. Long.They are pleasant company: good looking but not too good looking, and funny in the way of real people making jokes rather than comedians doing material. That job falls to Mr. Sudeikis and especially Mr. Day, who delivers a showstoppingly profane monologue on a Manhattan street that is hilarious less for its content than for his berserkly earnest delivery.Ms. Burstein, whose previous films have been documentaries (including the queasy, teasy “American Teen”), infuses even stock situations and tentative plot twists with a low-key, matter-of-fact feeling, allowing a hint of ragged indie sensibility to sneak into this polished studio product. Romantic comedies nowadays tend to be either aggressively coarse or artificially sweet, and “Going the Distance” finds a workable middle ground, freeing its main man from obnoxious puerility and declining to turn his beloved into a latter-day career gal tripping headlong toward the altar.Watching this movie try to balance honesty with the breezy comforts the audience supposedly craves, I could not help but think of Joe Swanberg and Greta Gerwig’s 2008 movie “Nights and Weekends,” in which the co-directors play a couple trying to keep a relationship going in Chicago and New York. That film, modest and improvisatory and diffidently (if not defiantly) noncommercial, is raw and ragged in a way that Ms. Burstein’s could never be. But they seem at least to belong in the same world, a tentative and confusing place where love conquers what it can.“Going the Distance” is rated R (Under 17 requires accompanying parent or adult guardian). Swearing, sex talk, bong hits and briefly exposed buttocks.GOING THE DISTANCEOpens on Friday nationwide.Directed by Nanette Burstein; written by Geoff LaTulippe; director of photography, Eric Steelberg; edited by Peter Teschner; music by Mychael Danna; production designer, Kevin Kavanaugh; costumes by Catherine Marie Thomas; produced by Adam Shankman, Jennifer Gibgot and Garrett Grant; released by New Line Cinema and Warner Brothers Pictures. Running time: 1 hour 36 minutes.WITH: Drew Barrymore (Erin), Justin Long (Garrett), Charlie Day (Dan), Jason Sudeikis (Box), Christina Applegate (Corinne), Ron Livingston (Will), Oliver Jackson-Cohen (Damon), Jim Gaffigan (Phil) and Taylor Schwencke (Maya).",0,17797316.0,17804299.0,0
642,2011-03-05,Carmen in 3D,"Christine Rice, Bryan Hymel, Aris Argiris, Maija Kovalevska",UK,Julian Napier,"Drama, Musical",French,,170.0,"Henri Meilhac (libretto), Ludovic Halévy (libretto), Prosper Mérimée (after)",2011,7.2,71.0,,2017-11-02 04:18:12,RACHEL SALTZ,"A Feisty Singing Gypsy, Right There on Your Lap","If you want to see “Carmen” in 3-D, get thee to an opera house!Yes, that’s lower than low-tech thinking. But nothing in Julian Napier’s “Carmen in 3D,” a film of a Royal Opera House production directed by Francesca Zambello, makes a very strong case for donning a pair of Buddy Holly-style glasses and settling in with popcorn for a nearly three-hour swirl of hiked skirts and toreador thrusts.The obvious question is what does that third dimension give you? “Avatar” this ain’t, though there are a few nifty-silly effects: clasped hands that seem to come right into the audience; perspectives that give remarkable volume to figures in the foreground.Perversely, though, when the 3-D really pops, it makes the singers look like holograms. That doesn’t bring viewers closer to the action so much as transport the 19th-century  drama  into the sci-fi realm.Take away the 3-D, and this is a straightforward filming of Ms. Zambello’s straightforward staging of Bizet’s opera. Even if it were in flat, old 2-D, you might wonder why so little had been done to accommodate the camera. The makeup, for example, no doubt reads in the last row of the Royal Opera House balcony, but on screen it mostly looks globby.And while the cast consists of fine singers, there are no marquee names (this is opera and film: the people call out for stars!) and no grab-you-by-the-throat performances. In the title role, the British mezzo-soprano Christine Rice sings with warmth and agility, but she’s saddled with Ms. Zambello’s off-the-rack Carmenisms.Bryan Hymel’s Don José fares better. Though Mr. Hymel wobbles on a few high notes, his singing and acting have a dramatic immediacy. He’s the emotional core of the film, along with Maija Kovalevska as a fresh-faced (she wears her makeup well), sweet-voiced Micaëla.As the film goes along, you mostly forget about the 3-D. What’s best here are the intimate moments, the arias and duets that bring out Ms. Zambello’s talent for making singers connect with the audience and with one another.Still, if you’re in the market for a filmed version of “Carmen,” you might prefer the Metropolitan Opera’s DVD with Elina Garanca in the lead role. It has only two dimensions, but it’s better staged, and Ms. Garanca is wonderful.As for 3-D, a friend suggested that “Tosca” be next: she could leap from her parapet right into the audience’s lap.Carmen in 3DOpens on Saturday nationwide. Directed by Julian Napier; stage director, Francesca Zambello; written by Henri Meilhac and Ludovic Halévy, based on the novella by Prosper Mérimée; director of photography, Sean McLeod Phillips; edited by Mr. Napier and Stroo Oloffson; music by Georges Bizet, conducted by Constantinos Carydis; design by Tanya McCallin; choreography by Arthur Pita; produced by Phil Streather; released by RealD. In French, with English subtitles. Running time: 2 hours 50 minutes. This film is not rated.WITH: Christine Rice (Carmen), Bryan Hymel (Don José), Aris Argiris (Escamillo), Maija Kovalevska (Micaëla), Dawid Kimberg (Moralès), Nicolas Courjal (Zuniga), Elena Xanthoudakis (Frasquita), Paula Murrihy (Mercédès), Adrian Clarke (le Dancaïre) and Harry Nicoll (le Remendado).",0,,,0
643,2010-05-27,Sex and the City 2,"Sarah Jessica Parker, Kristin Davis, Cynthia Nixon, Kim Cattrall",USA,Michael Patrick King,"Comedy, Drama, Romance","English, Arabic",27.0,146.0,"Michael Patrick King, Candace Bushnell (characters from the book by), Darren Star (television series creator)",2010,4.4,66864.0,15.0,2017-11-02 04:18:11,A. O. SCOTT,Operation Desert Togs,"The first “Sex and The City” movie, which came out two years ago, qualifies as a comedy both because it is somewhat funny and because, according to a more classical definition, it ends, after some reversals and delays, with a wedding. The sequel — which should have borrowed a subtitle from another picture opening this week and called itself “Sex and the City: The Sands of Time” — begins with a wedding and never seems to end. Your watch will tell you that a shade less than two and a half hours have elapsed, but you may be shocked at just how much older you feel when the whole thing is over.The wedding, the characters frequently remark, with the mixture of insouciant mockery and cosmopolitan self-congratulation that seems to have become the hallmark of this weary franchise, is a gay one. Stanford (Willie Garson) and Anthony (Mario Cantone) have made honest men of each other, giving the four main female characters, their male companions and the director, Michael Patrick King, a chance to wink, nod and drag out Liza Minnelli to perform “Single Ladies (Put a Ring on It).” Her version is in no way superior to the one in “Alvin and the Chipmunks: The Squeakquel,” and it is somehow both the high point of “Sex and the City 2” and a grim harbinger of what is to come. The number starts out campy, affectionate and self-aware, but at some point turns desperate, grating and a little sad.Come to think of it, the possibility of sadness, which shadowed this movie’s precursor and the long-running HBO series (if not the Candace Bushnell column in The New York Observer that is the source of it all), has been banished this time out. Happy endings, once achieved, cannot be undone. Charlotte (Kristin Davis) and Harry (Evan Handler) are the loving parents of two young daughters. Miranda (Cynthia Nixon) has settled in Brooklyn with her husband, Steve (David Eigenberg), and son, Brady. Samantha (Kim Cattrall) is, as ever, the proudly promiscuous publicist, while Carrie (Sarah Jessica Parker) and Big (Chris Noth) dwell in a plushly feathered uptown nest. She’s still a writer, he’s still a master of Wall Street, and the real-world knocks that their professions have taken barely register outside an occasional pasted-in line of recession-conscious dialogue. (One of which is spoken by Penélope Cruz.)Not that everything is perfect. Samantha frets about the onset of menopause, and doses herself with hormones and lotions. Miranda has a mean, sexist boss at the law firm, and Charlotte worries that her buxom young nanny (Alice Eve) may have caught her husband’s eye. She’s also stressed out by parenthood.Carrie and Big, meanwhile, endure barbed pity from other couples because of their decision to remain childless. “You mean it’s just the two of you?” a fellow guest at Stanford and Anthony’s wedding asks, incredulous. Yes, it is, and after two years the Prestons — as Mr. and Mrs. Big are more officially known — may be in something of a marital rut.All of which could be perfectly interesting. Good movies have been made of smaller crises, and over the years all of these characters — Carrie and Big in particular — have earned and repaid our interest. At its best the series, a swift half-hour at a time, distilled and defanged the world it represented, giving HBO subscribers a fantasy picture of New York they could both aspire and relate to.The clothes were fabulous, the social pressures and professional ambitions intense, the names aggressively dropped, but at the heart of every episode were four friends who, while they could be competitive, judgmental and mean, could also be relied upon when it really counted to be loyal and supportive. Sex was the tease, the city was the packaging, but the real selling point was always the love among those four wonderful women.If they seem less wonderful now, it isn’t because of slackened effort or diminished charm on the part of the actresses who play them. It is that the movie itself, and perhaps the culture it stands in for, has lost interest and can’t figure out what to do with them as they tiptoe toward middle age. Samantha is the exception, but the whole point of her character is a steadfast resistance to change. So Ms. Cattrall dutifully reprises her trademark outrageousness, come-hithering guys of all ages and sponsoring a decadent girls week out in Abu Dhabi.Is Manhattan really that over? Maybe it is for Carrie and her friends. Time does not stand still on that island, where the party girls of yesteryear are tomorrow’s Ladies Who Lunch. But rather than trying to find a place for Carrie and company on their native ground — which has shifted a little in the recessionary, politicized interval between the series’s heyday and now — “Sex and the City 2” flees into a never-never land that manages to be both an escape from contemporary reality and an off-key, out-of-touch mirror of it.The Emirate to which the four friends repair is an oasis of gilded luxury in a world that has grown a little ambivalent about unbridled commodity fetishism. The longest segment of “Sex and the City 2” consists of a drooling, gawking deluxe tour that would not be out of place in a high-end travel magazine or a hip-hop video. Four white Maybachs greet the ladies at the airport. (The production  could not obtain four  white Maybachs in time for the shoot, so black versions   had to be wrapped in white vinyl and delivered to Marrakesh, which stood in for Abu Dhabi.) They are led through ever more lavish rooms, oohing and ahhing at their amazing good fortune, and assuming you will do the same.Maybe. But the ugly smell of unexamined privilege hangs over this film like the smoke from cheap incense. Over cosmos in their private bar, Charlotte and Miranda commiserate about the hardships of motherhood and then raise their glasses to moms who “don’t have help,” by which they mean paid servants. Later the climactic crisis raises the specter either of Samantha going to jail or the friends having to fly home in coach, and it’s not altogether clear which prospect they regard as more dreadful.That might depend on the in-flight movie. This one is grueling, especially when the action moves to the Middle East.  There are some gestures toward a plot — a stolen kiss, a lost passport, the appearance of a former lover (Aidan, played by John Corbett) — but remarkably little happens, even when Samantha runs into trouble with the local mores.The attempt to be both piously respectful of a foreign culture and to stand up for sexual liberation against repressive tradition may be admirable in principle, but in practice it’s silly and strained. And the trademark quips, never as witty as they might have been, would be unlikely to make you chuckle even if your best friend said them. “Inter-friend-tion”? “Bedouin bath and beyond”? “Lawrence of my labia”?Yes, it’s supposed to be fun. And over the years audiences have had the kind of fun that comes from easy immersion in someone else’s career, someone else’s sex life, someone else’s clothes. But “Sex and the City 2” is about someone else’s boredom, someone else’s vacation and ultimately someone else’s desire to exploit that vicarious pleasure for profit. Which isn’t much fun at all.“Sex and the City” is rated R (Under 17 requires accompanying parent or adult guardian). It has the expected, and not terribly fresh, sexual references and situations.SEX AND THE CITY 2Opens on Thursday nationwide.Written and directed by Michael Patrick King, based on the television series created by Darren Star and characters from the book by Candace Bushnell; director of photography, John Thomas; edited by Michael Berenbaum; music by Aaron Zigman; production designer, Jeremy Conway; costumes by Patricia Field; produced by Mr. King, Sarah Jessica Parker, Mr. Star and John Melfi; released by Warner Brothers Pictures. Running time: 2 hours 27 minutes.WITH: Sarah Jessica Parker (Carrie Bradshaw), Kim Cattrall (Samantha Jones), Kristin Davis (Charlotte York-Goldenblatt), Cynthia Nixon (Miranda Hobbes), John Corbett (Aidan Shaw), Chris Noth (Mr. Big), David Eigenberg (Steve Brady), Evan Handler (Harry Goldenblatt), Jason Lewis (Smith Jerrod), Willie Garson (Stanford Blatch), Mario Cantone (Anthony Marantino), Alice Eve (nanny), and Liza Minnelli and Penélope Cruz.",0,95328937.0,95347692.0,0
644,2008-09-12,Secrecy,"Steven Aftergood, Thomas Blanton, James Bruce, Steven Garfinkel",USA,"Peter Galison, Robb Moss",Documentary,English,,85.0,,2008,7.0,283.0,94.0,2017-11-02 04:18:08,NATHAN LEE,A History Lesson and a Call to Arms,"“Secrecy” prowls through the labyrinth of information suppression and, as might be expected in so murky a milieu, winds up a little lost. Directed by Peter Galison and Robb Moss, this nebulous yet evocative documentary is galvanized by the consolidation of executive power under the Bush administration and its growing use of the state-secrets privilege in the post-9/11 era.“Secrecy” is equal parts history lesson, meditative essay, didactic poem and call to arms. If the movie follows no single thread of inquiry, nor sustains any argument or research in depth, it nevertheless explores some chilling corridors of the clandestine.“Secrecy” acknowledges the necessity, in principle, of hiding certain types of critical information. In practice, the film finds much to be troubled about, starting with the momentous 1953 Supreme Court decision in United States v. Reynolds that set the legal precedent for the state-secrets privilege and was later revealed to have been founded on dubious grounds.Developing its analysis of what it calls “the modern secrecy system,” a shadowy concept that never quite reveals itself, the movie touches on the push-pull dynamic of the government  versus the press; the culture clash between those shaped by the cold-war paradigm of information hoarding and those alert to the networked sensibility of the Internet era; the private toll of covering up; and the great danger to the public of secrecy for its own sake.SECRECYOpens on Friday in Manhattan.Produced and directed by Peter Galison and Robb Moss; directors of photography, Austin de Besche and Stephen McCarthy; edited by Chyld King; music by John Kusiak; released by Redacted  Pictures. At the Cinema Village, 22 East 12th Street, Greenwich Village. Running time: 1 hour 20 minutes. This film is not rated.",0,,,0
645,2016-01-29,Fifty Shades of Black,"Marlon Wayans, Kali Hawk, Fred Willard, Mike Epps",USA,Michael Tiddes,Comedy,English,28.0,92.0,"Marlon Wayans, Rick Alvarez",2016,3.5,16267.0,,2017-11-02 04:18:23,ANDY WEBSTER,Review: ‘Fifty Shades of Black’ Sells Sex With (Intentional) Laughs,"“Fifty shades of terrible!” says Christian Black (Marlon Wayans), as he reads E. L. James’s erotic best seller “Fifty Shades of Grey.” “Who wrote this, a third grader?” Other trenchant observations pepper “Fifty Shades of Black,” a scattershot satire of the book’s 2015 screen adaptation, but a lot of wading is required to find them.Mr. Wayans, who skewered horror flicks with the “Haunted House” and “Scary Movie” series, has found another ripe subject for pillorying. (At least two stage parodies got to “Fifty Shades,” the novel, first.) But as with other staples of the screen-parody genre, the comic bull’s-eyes arrive only intermittently.“Black” parallels the outline of “Grey” — here, the millionaire, Christian, tries to coax the college student, Hannah (the appealing Kali Hawk), into signing a contract for kinky sex — but only as much as it permits Mr. Wayans to riff on pop ephemera. Fortunately, Mr. Wayans (who wrote the script with Rick Alvarez; Michael Tiddes of “A Haunted House” directed) has dependable support from Jenny Zigrino as Hannah’s lascivious roommate and Florence Henderson — you read that right — as an older seductress.Predictably, there are jokes about over- and under-endowments, body hair (“That’s very sasquatch of you”) and premature ejaculation. An amusing sight gag has Christian announcing, “Let’s break the Internet!” as he caricatures Paper magazine’s photo renderings  of Kim Kardashian by Jean-Paul Goude.The more resonant lines comment on politics, both presidential and racial: In a bar, Christian asks Hannah, “Are you drunk like Donald Trump-running-for-president drunk?” When Hannah is Tased by Christian’s mother (Jane Seymour), he snaps, “How many times do I have to tell you: Black lives matter!”In the end, Christian — whom Hannah at one point calls “a sicko who likes abusing women” — is given his comeuppance. With a sex toy, of course.“Fifty Shades of Black” is rated R (Under 17 requires accompanying parent or adult guardian) for sexual situations. Running time: 1 hour 32 minutes.",0,,11686940.0,0
646,2017-05-26,Drone,"Sean Bean, Patrick Sabongui, Mary McCormack, Maxwell Haynes",Canada,Jason Bourque,Thriller,"Urdu, English",49.0,91.0,"Paul A. Birkett, Jason Bourque, Ian Birkett (story by), Roger Patterson (story by), Paul A. Birkett (story by)",2017,5.3,4824.0,27.0,2017-11-02 04:18:27,ANDY WEBSTER,"Review: In ‘Drone,’ Confronting Sins and a Vengeful Visitor","Jason Bourque’s modest, proficient thriller “Drone” scrutinizes the ethics of warfare by remote control, an issue dramatized with greater effectiveness in Gavin Hood’s “Eye in the Sky,” from 2016, and Andrew Niccol’s “Good Kill,” from 2015. Those films examined the moral struggles of military personnel as they conduct missions with clinical precision while far removed from danger. “Drone” sticks to the home front, following Neil Wistin (Sean Bean), a drone pilot on assignments for a covert C.I.A. contractor in Washington State, and Imir Shaw (Patrick Sabongui), a visitor to his home with an ulterior motive.Neil, an alcoholic who hides his actual job from the members of his family, is as removed from them as he is from the citizens in Pakistan he inadvertently kills with a missile controlled from his office. His wife, Ellen (Mary McCormack, solid), is having an affair. His sensitive son, Shane (Maxwell Haynes), bonded with Neil’s father as the old man was dying, while Neil can’t even compose a eulogy. When Imir stops by Neil’s house and offers to buy a boat he has inherited, Neil, touched by his gentle earnestness, invites him over for supper, only to learn that Imir knows Neil’s work history — and lost his wife and daughter in one of Neil’s aerial assaults.The movie opens with a bravura sequence set in Pakistan, and the script, by Mr. Bourque and Paul A. Birkett, worthily strives to balance sympathies between American interests and humans written off as collateral damage. But overheated family confessions meet SWAT team conventions at the climax, and little resonates in their wake.",0,,,0
